TripID,PickupTime,DropoffTime,FareAmount,VehicleID,ZoneID
358,2014-04-01 12:19:00,2014-04-01 12:39:00,57.04,V-1049,36
359,2014-04-01 12:20:00,2014-04-01 12:35:00,39.3,V-1049,101
360,2014-04-01 12:20:00,2014-04-01 12:45:00,41.49,V-1049,56
361,2014-04-01 12:20:00,2014-04-01 12:58:00,62.45,V-1049,5
362,2014-04-01 12:24:00,2014-04-01 12:48:00,24.31,V-1049,31
363,2014-04-01 12:26:00,2014-04-01 13:09:00,8.4,V-1049,83
364,2014-04-01 12:26:00,2014-04-01 13:05:00,29.99,V-1049,77
365,2014-04-01 12:27:00,2014-04-01 12:56:00,61.95,V-1049,100
366,2014-04-01 12:29:00,2014-04-01 12:40:00,25.09,V-1049,24
367,2014-04-01 12:29:00,2014-04-01 12:39:00,21.26,V-1049,44
368,2014-04-01 12:29:00,2014-04-01 12:53:00,13.4,V-1049,16
369,2014-04-01 12:30:00,2014-04-01 13:10:00,38.45,V-1049,13
370,2014-04-01 12:31:00,2014-04-01 12:42:00,46.52,V-1049,41
371,2014-04-01 12:31:00,2014-04-01 13:06:00,63.16,V-1049,20
372,2014-04-01 12:32:00,2014-04-01 13:12:00,12.06,V-1049,59
373,2014-04-01 12:32:00,2014-04-01 12:49:00,44.7,V-1049,106
374,2014-04-01 12:33:00,2014-04-01 13:00:00,45.94,V-1049,14
375,2014-04-01 12:42:00,2014-04-01 13:04:00,55.4,V-1049,55
376,2014-04-01 12:44:00,2014-04-01 13:15:00,9.34,V-1049,48
377,2014-04-01 12:44:00,2014-04-01 13:29:00,23.86,V-1049,32
378,2014-04-01 12:47:00,2014-04-01 13:04:00,61.59,V-1049,7
379,2014-04-01 12:50:00,2014-04-01 13:03:00,9.39,V-1049,78
380,2014-04-01 12:50:00,2014-04-01 13:35:00,8.23,V-1049,56
381,2014-04-01 12:51:00,2014-04-01 13:15:00,27.92,V-1049,43
382,2014-04-01 12:51:00,2014-04-01 13:00:00,38.66,V-1049,73
383,2014-04-01 12:51:00,2014-04-01 13:08:00,49.5,V-1049,22
384,2014-04-01 12:51:00,2014-04-01 13:02:00,8.56,V-1049,48
385,2014-04-01 12:52:00,2014-04-01 13:01:00,30.3,V-1049,102
386,2014-04-01 12:53:00,2014-04-01 13:18:00,46.28,V-1049,45
387,2014-04-01 12:54:00,2014-04-01 13:16:00,25.14,V-1049,5
388,2014-04-01 12:57:00,2014-04-01 13:13:00,39.96,V-1049,49
389,2014-04-01 12:57:00,2014-04-01 13:02:00,40.09,V-1049,78
390,2014-04-01 12:57:00,2014-04-01 13:07:00,42.3,V-1049,80
391,2014-04-01 12:58:00,2014-04-01 13:21:00,23.74,V-1049,74
392,2014-04-01 12:58:00,2014-04-01 13:04:00,55.43,V-1049,43
393,2014-04-01 12:59:00,2014-04-01 13:19:00,23.19,V-1049,46
394,2014-04-01 13:01:00,2014-04-01 13:11:00,13.56,V-1049,88
395,2014-04-01 13:01:00,2014-04-01 13:09:00,15.64,V-1049,34
396,2014-04-01 13:01:00,2014-04-01 13:18:00,38.3,V-1049,80
397,2014-04-01 13:03:00,2014-04-01 13:15:00,63.7,V-1049,113
398,2014-04-01 13:07:00,2014-04-01 13:29:00,60.54,V-1049,18
399,2014-04-01 13:07:00,2014-04-01 13:12:00,32.86,V-1049,111
400,2014-04-01 13:07:00,2014-04-01 13:32:00,55.39,V-1049,29
401,2014-04-01 13:08:00,2014-04-01 13:33:00,57.82,V-1049,84
402,2014-04-01 13:08:00,2014-04-01 13:44:00,48.89,V-1049,95
403,2014-04-01 13:09:00,2014-04-01 13:20:00,21.35,V-1049,86
404,2014-04-01 13:09:00,2014-04-01 13:49:00,37.92,V-1049,112
405,2014-04-01 13:10:00,2014-04-01 13:36:00,44.56,V-1049,109
406,2014-04-01 13:15:00,2014-04-01 13:25:00,41.83,V-1049,3
407,2014-04-01 13:16:00,2014-04-01 13:34:00,10.2,V-1049,51
408,2014-04-01 13:17:00,2014-04-01 13:33:00,41.66,V-1049,28
409,2014-04-01 13:17:00,2014-04-01 13:37:00,16.54,V-1049,94
410,2014-04-01 13:18:00,2014-04-01 14:00:00,40.2,V-1049,36
411,2014-04-01 13:20:00,2014-04-01 13:33:00,57.52,V-1049,18
412,2014-04-01 13:22:00,2014-04-01 13:38:00,58.05,V-1049,84
413,2014-04-01 13:22:00,2014-04-01 13:41:00,60.83,V-1049,102
414,2014-04-01 13:23:00,2014-04-01 14:02:00,30.98,V-1049,74
415,2014-04-01 13:24:00,2014-04-01 13:46:00,51.19,V-1049,50
416,2014-04-01 13:26:00,2014-04-01 14:03:00,59.87,V-1049,33
417,2014-04-01 13:26:00,2014-04-01 13:36:00,9.79,V-1049,24
418,2014-04-01 13:27:00,2014-04-01 14:12:00,56.35,V-1049,69
419,2014-04-01 13:30:00,2014-04-01 14:04:00,57.77,V-1049,39
420,2014-04-01 13:30:00,2014-04-01 13:43:00,32.99,V-1049,113
421,2014-04-01 13:33:00,2014-04-01 14:02:00,20.09,V-1049,117
422,2014-04-01 13:34:00,2014-04-01 13:48:00,39.17,V-1049,112
423,2014-04-01 13:34:00,2014-04-01 13:51:00,20.77,V-1049,103
424,2014-04-01 13:35:00,2014-04-01 14:05:00,43.76,V-1049,73
425,2014-04-01 13:35:00,2014-04-01 13:47:00,38.68,V-1049,31
426,2014-04-01 13:39:00,2014-04-01 14:09:00,64.16,V-1049,35
427,2014-04-01 13:40:00,2014-04-01 14:13:00,50.41,V-1049,14
428,2014-04-01 13:40:00,2014-04-01 13:59:00,16.64,V-1049,112
429,2014-04-01 13:40:00,2014-04-01 14:10:00,26.43,V-1049,19
430,2014-04-01 13:41:00,2014-04-01 14:21:00,63.24,V-1049,116
431,2014-04-01 13:42:00,2014-04-01 14:20:00,32.54,V-1049,109
432,2014-04-01 13:44:00,2014-04-01 14:02:00,19.96,V-1049,27
433,2014-04-01 13:45:00,2014-04-01 14:03:00,37.59,V-1049,20
434,2014-04-01 13:47:00,2014-04-01 14:18:00,30.6,V-1049,74
435,2014-04-01 13:49:00,2014-04-01 14:13:00,32.59,V-1049,47
436,2014-04-01 13:49:00,2014-04-01 13:54:00,32.27,V-1049,15
437,2014-04-01 13:51:00,2014-04-01 14:27:00,20.63,V-1049,65
438,2014-04-01 13:51:00,2014-04-01 14:05:00,16.41,V-1049,26
439,2014-04-01 13:53:00,2014-04-01 14:15:00,21.98,V-1049,60
440,2014-04-01 13:55:00,2014-04-01 14:24:00,50.59,V-1049,115
441,2014-04-01 13:56:00,2014-04-01 14:38:00,35.12,V-1049,29
442,2014-04-01 13:56:00,2014-04-01 14:28:00,36.33,V-1049,14
443,2014-04-01 13:56:00,2014-04-01 14:37:00,30.08,V-1049,32
444,2014-04-01 13:57:00,2014-04-01 14:04:00,8.55,V-1049,49
445,2014-04-01 13:57:00,2014-04-01 14:08:00,10.19,V-1049,67
446,2014-04-01 13:59:00,2014-04-01 14:09:00,64.65,V-1049,79
447,2014-04-01 14:00:00,2014-04-01 14:26:00,55.34,V-1049,56
448,2014-04-01 14:01:00,2014-04-01 14:32:00,55.87,V-1049,48
449,2014-04-01 14:02:00,2014-04-01 14:42:00,50.4,V-1049,109
450,2014-04-01 14:03:00,2014-04-01 14:11:00,61.94,V-1049,113
451,2014-04-01 14:03:00,2014-04-01 14:09:00,15.11,V-1049,29
452,2014-04-01 14:04:00,2014-04-01 14:39:00,53.43,V-1049,73
453,2014-04-01 14:05:00,2014-04-01 14:10:00,49.23,V-1049,7
454,2014-04-01 14:06:00,2014-04-01 14:48:00,24.44,V-1049,25
455,2014-04-01 14:08:00,2014-04-01 14:25:00,30.87,V-1049,73
456,2014-04-01 14:11:00,2014-04-01 14:17:00,16.04,V-1049,112
457,2014-04-01 14:14:00,2014-04-01 14:31:00,50.8,V-1049,102
458,2014-04-01 14:15:00,2014-04-01 15:00:00,13.26,V-1049,86
459,2014-04-01 14:15:00,2014-04-01 14:29:00,19.12,V-1049,55
460,2014-04-01 14:16:00,2014-04-01 14:28:00,43.48,V-1049,32
461,2014-04-01 14:16:00,2014-04-01 14:41:00,45.28,V-1049,63
462,2014-04-01 14:17:00,2014-04-01 15:01:00,25.02,V-1049,35
463,2014-04-01 14:17:00,2014-04-01 14:42:00,64.25,V-1049,36
464,2014-04-01 14:18:00,2014-04-01 14:25:00,47.95,V-1049,106
465,2014-04-01 14:20:00,2014-04-01 14:51:00,37.47,V-1049,57
466,2014-04-01 14:21:00,2014-04-01 14:46:00,41.95,V-1049,13
467,2014-04-01 14:21:00,2014-04-01 15:02:00,33.5,V-1049,87
468,2014-04-01 14:21:00,2014-04-01 14:41:00,37.94,V-1049,40
469,2014-04-01 14:23:00,2014-04-01 14:46:00,44.29,V-1049,13
470,2014-04-01 14:23:00,2014-04-01 14:53:00,41.9,V-1049,11
471,2014-04-01 14:23:00,2014-04-01 14:42:00,10.45,V-1049,87
472,2014-04-01 14:26:00,2014-04-01 14:38:00,14.29,V-1049,75
473,2014-04-01 14:27:00,2014-04-01 15:08:00,54.47,V-1049,55
474,2014-04-01 14:27:00,2014-04-01 14:57:00,21.05,V-1049,101
475,2014-04-01 14:28:00,2014-04-01 14:51:00,14.77,V-1049,11
476,2014-04-01 14:29:00,2014-04-01 14:52:00,18.15,V-1049,60
477,2014-04-01 14:32:00,2014-04-01 14:53:00,40.98,V-1049,8
478,2014-04-01 14:32:00,2014-04-01 15:05:00,25.04,V-1049,60
479,2014-04-01 14:36:00,2014-04-01 15:09:00,54.13,V-1049,26
480,2014-04-01 14:37:00,2014-04-01 14:44:00,21.79,V-1049,84
481,2014-04-01 14:38:00,2014-04-01 15:10:00,64.46,V-1049,86
482,2014-04-01 14:39:00,2014-04-01 14:48:00,30.94,V-1049,68
483,2014-04-01 14:40:00,2014-04-01 14:49:00,28.25,V-1049,55
484,2014-04-01 14:40:00,2014-04-01 14:47:00,34.64,V-1049,66
485,2014-04-01 14:41:00,2014-04-01 15:25:00,48.99,V-1049,102
486,2014-04-01 14:42:00,2014-04-01 15:11:00,57.16,V-1049,109
487,2014-04-01 14:43:00,2014-04-01 15:08:00,17.55,V-1049,60
488,2014-04-01 14:43:00,2014-04-01 14:55:00,30.95,V-1049,118
489,2014-04-01 14:45:00,2014-04-01 15:29:00,34.64,V-1049,27
490,2014-04-01 14:45:00,2014-04-01 14:52:00,61.68,V-1049,33
491,2014-04-01 14:51:00,2014-04-01 15:00:00,25.48,V-1049,88
492,2014-04-01 14:53:00,2014-04-01 15:13:00,45.45,V-1049,6
493,2014-04-01 14:55:00,2014-04-01 15:12:00,22.48,V-1049,22
494,2014-04-01 14:55:00,2014-04-01 15:39:00,9.74,V-1049,17
495,2014-04-01 14:57:00,2014-04-01 15:41:00,60.05,V-1049,67
496,2014-04-01 14:57:00,2014-04-01 15:28:00,58.78,V-1049,97
497,2014-04-01 14:57:00,2014-04-01 15:10:00,20.48,V-1049,6
498,2014-04-01 15:00:00,2014-04-01 15:41:00,35.09,V-1049,54
499,2014-04-01 15:02:00,2014-04-01 15:09:00,52.89,V-1049,14
500,2014-04-01 15:03:00,2014-04-01 15:38:00,59.26,V-1049,66
501,2014-04-01 15:04:00,2014-04-01 15:12:00,52.46,V-1049,14
502,2014-04-01 15:07:00,2014-04-01 15:51:00,29.88,V-1049,35
503,2014-04-01 15:08:00,2014-04-01 15:16:00,25.97,V-1049,96
504,2014-04-01 15:08:00,2014-04-01 15:21:00,55.82,V-1049,69
505,2014-04-01 15:08:00,2014-04-01 15:36:00,24.82,V-1049,113
506,2014-04-01 15:09:00,2014-04-01 15:14:00,37.28,V-1049,19
507,2014-04-01 15:09:00,2014-04-01 15:36:00,30.09,V-1049,50
508,2014-04-01 15:10:00,2014-04-01 15:49:00,13.09,V-1049,102
509,2014-04-01 15:11:00,2014-04-01 15:22:00,24.47,V-1049,68
510,2014-04-01 15:11:00,2014-04-01 15:27:00,62.42,V-1049,37
511,2014-04-01 15:14:00,2014-04-01 15:34:00,43.29,V-1049,95
512,2014-04-01 15:14:00,2014-04-01 15:47:00,52.11,V-1049,35
513,2014-04-01 15:14:00,2014-04-01 15:42:00,44.92,V-1049,29
514,2014-04-01 15:18:00,2014-04-01 16:01:00,25.18,V-1049,31
515,2014-04-01 15:19:00,2014-04-01 15:46:00,51.97,V-1049,13
516,2014-04-01 15:19:00,2014-04-01 15:53:00,62.19,V-1049,71
517,2014-04-01 15:19:00,2014-04-01 15:43:00,59.55,V-1049,85
518,2014-04-01 15:20:00,2014-04-01 16:01:00,60.83,V-1049,73
519,2014-04-01 15:21:00,2014-04-01 16:02:00,61.7,V-1049,7
520,2014-04-01 15:24:00,2014-04-01 16:02:00,50.36,V-1049,18
521,2014-04-01 15:24:00,2014-04-01 15:56:00,23.13,V-1049,2
522,2014-04-01 15:24:00,2014-04-01 15:55:00,41.53,V-1049,79
523,2014-04-01 15:24:00,2014-04-01 16:02:00,32.68,V-1049,2
524,2014-04-01 15:24:00,2014-04-01 15:49:00,64.58,V-1049,27
525,2014-04-01 15:25:00,2014-04-01 15:48:00,30.85,V-1049,119
526,2014-04-01 15:25:00,2014-04-01 15:34:00,60.87,V-1049,90
527,2014-04-01 15:26:00,2014-04-01 15:38:00,38.31,V-1049,106
528,2014-04-01 15:27:00,2014-04-01 16:08:00,56.81,V-1049,85
529,2014-04-01 15:31:00,2014-04-01 16:01:00,63.15,V-1049,80
530,2014-04-01 15:32:00,2014-04-01 15:38:00,12.66,V-1049,112
531,2014-04-01 15:35:00,2014-04-01 16:02:00,27.53,V-1049,102
532,2014-04-01 15:35:00,2014-04-01 16:00:00,20.72,V-1049,29
533,2014-04-01 15:35:00,2014-04-01 15:48:00,10.49,V-1049,102
534,2014-04-01 15:37:00,2014-04-01 16:06:00,26.21,V-1049,44
535,2014-04-01 15:39:00,2014-04-01 16:12:00,17.76,V-1049,60
536,2014-04-01 15:39:00,2014-04-01 16:24:00,9.21,V-1049,43
537,2014-04-01 15:40:00,2014-04-01 16:10:00,33.43,V-1049,40
538,2014-04-01 15:41:00,2014-04-01 16:21:00,58.77,V-1049,35
539,2014-04-01 15:41:00,2014-04-01 16:24:00,24.96,V-1049,64
540,2014-04-01 15:44:00,2014-04-01 16:13:00,34.04,V-1049,109
541,2014-04-01 15:45:00,2014-04-01 16:25:00,8.32,V-1049,119
542,2014-04-01 15:45:00,2014-04-01 16:07:00,64.09,V-1049,81
543,2014-04-01 15:46:00,2014-04-01 16:28:00,57.5,V-1049,117
544,2014-04-01 15:48:00,2014-04-01 16:14:00,40.25,V-1049,44
545,2014-04-01 15:48:00,2014-04-01 16:30:00,47.17,V-1049,49
546,2014-04-01 15:49:00,2014-04-01 16:05:00,18.73,V-1049,110
547,2014-04-01 15:51:00,2014-04-01 16:34:00,20.03,V-1049,36
548,2014-04-01 15:52:00,2014-04-01 16:30:00,27.11,V-1049,84
549,2014-04-01 15:53:00,2014-04-01 16:24:00,10.43,V-1049,55
550,2014-04-01 15:54:00,2014-04-01 16:02:00,10.12,V-1049,11
551,2014-04-01 15:55:00,2014-04-01 16:36:00,52.48,V-1049,106
552,2014-04-01 15:55:00,2014-04-01 16:37:00,39.1,V-1049,102
553,2014-04-01 15:56:00,2014-04-01 16:21:00,15.7,V-1049,117
554,2014-04-01 15:56:00,2014-04-01 16:38:00,31.25,V-1049,42
555,2014-04-01 15:56:00,2014-04-01 16:03:00,44.15,V-1049,25
556,2014-04-01 15:58:00,2014-04-01 16:14:00,57.19,V-1049,47
557,2014-04-01 15:59:00,2014-04-01 16:31:00,53.74,V-1049,68
558,2014-04-01 15:59:00,2014-04-01 16:24:00,56.27,V-1049,50
559,2014-04-01 16:01:00,2014-04-01 16:21:00,28.3,V-1049,106
560,2014-04-01 16:03:00,2014-04-01 16:44:00,36.06,V-1049,39
561,2014-04-01 16:04:00,2014-04-01 16:22:00,39.3,V-1049,90
562,2014-04-01 16:04:00,2014-04-01 16:15:00,39.73,V-1049,102
563,2014-04-01 16:04:00,2014-04-01 16:21:00,58.6,V-1049,34
564,2014-04-01 16:06:00,2014-04-01 16:25:00,17.4,V-1049,31
565,2014-04-01 16:06:00,2014-04-01 16:29:00,20.82,V-1049,47
566,2014-04-01 16:06:00,2014-04-01 16:16:00,23.57,V-1049,107
567,2014-04-01 16:07:00,2014-04-01 16:49:00,14.67,V-1049,2
568,2014-04-01 16:08:00,2014-04-01 16:33:00,40.13,V-1049,85
569,2014-04-01 16:10:00,2014-04-01 16:54:00,32.52,V-1049,99
570,2014-04-01 16:10:00,2014-04-01 16:30:00,17.41,V-1049,96
571,2014-04-01 16:11:00,2014-04-01 16:49:00,60.84,V-1049,119
572,2014-04-01 16:11:00,2014-04-01 16:52:00,29.32,V-1049,14
573,2014-04-01 16:12:00,2014-04-01 16:43:00,38.52,V-1049,118
574,2014-04-01 16:14:00,2014-04-01 16:52:00,36.69,V-1049,94
575,2014-04-01 16:14:00,2014-04-01 16:39:00,39.24,V-1049,3
576,2014-04-01 16:15:00,2014-04-01 16:55:00,11.3,V-1049,106
577,2014-04-01 16:18:00,2014-04-01 16:30:00,24.03,V-1049,59
578,2014-04-01 16:19:00,2014-04-01 17:04:00,36.66,V-1049,26
579,2014-04-01 16:21:00,2014-04-01 16:34:00,8.87,V-1049,13
580,2014-04-01 16:21:00,2014-04-01 16:31:00,14.48,V-1049,44
581,2014-04-01 16:21:00,2014-04-01 16:56:00,12.72,V-1049,83
582,2014-04-01 16:21:00,2014-04-01 16:41:00,29.33,V-1049,10
583,2014-04-01 16:21:00,2014-04-01 16:34:00,27.52,V-1049,112
584,2014-04-01 16:21:00,2014-04-01 16:38:00,50.57,V-1049,32
585,2014-04-01 16:21:00,2014-04-01 16:59:00,56.31,V-1049,23
586,2014-04-01 16:22:00,2014-04-01 17:04:00,46.12,V-1049,105
587,2014-04-01 16:23:00,2014-04-01 16:50:00,33.68,V-1049,92
588,2014-04-01 16:24:00,2014-04-01 17:06:00,59.9,V-1049,20
589,2014-04-01 16:25:00,2014-04-01 16:42:00,32.35,V-1049,69
590,2014-04-01 16:26:00,2014-04-01 16:52:00,43.76,V-1049,96
591,2014-04-01 16:26:00,2014-04-01 16:57:00,37.45,V-1049,38
592,2014-04-01 16:27:00,2014-04-01 16:33:00,20.87,V-1049,69
593,2014-04-01 16:28:00,2014-04-01 16:47:00,21.09,V-1049,60
594,2014-04-01 16:29:00,2014-04-01 17:09:00,44.33,V-1049,112
595,2014-04-01 16:29:00,2014-04-01 16:51:00,61.09,V-1049,33
596,2014-04-01 16:29:00,2014-04-01 17:05:00,24.42,V-1049,65
597,2014-04-01 16:29:00,2014-04-01 16:38:00,30.63,V-1049,42
598,2014-04-01 16:30:00,2014-04-01 17:12:00,32.66,V-1049,52
599,2014-04-01 16:30:00,2014-04-01 16:41:00,37.98,V-1049,38
600,2014-04-01 16:32:00,2014-04-01 16:49:00,38.62,V-1049,50
601,2014-04-01 16:32:00,2014-04-01 17:09:00,42.42,V-1049,111
602,2014-04-01 16:32:00,2014-04-01 16:50:00,19.05,V-1049,102
603,2014-04-01 16:32:00,2014-04-01 16:54:00,21.69,V-1049,7
604,2014-04-01 16:33:00,2014-04-01 16:44:00,24.58,V-1049,88
605,2014-04-01 16:33:00,2014-04-01 17:12:00,35.23,V-1049,85
606,2014-04-01 16:33:00,2014-04-01 17:12:00,14.92,V-1049,115
607,2014-04-01 16:37:00,2014-04-01 16:56:00,53.39,V-1049,3
608,2014-04-01 16:38:00,2014-04-01 17:20:00,54.53,V-1049,21
609,2014-04-01 16:38:00,2014-04-01 16:58:00,26.63,V-1049,27
610,2014-04-01 16:39:00,2014-04-01 16:45:00,28.79,V-1049,46
611,2014-04-01 16:40:00,2014-04-01 17:01:00,61.71,V-1049,18
612,2014-04-01 16:41:00,2014-04-01 17:13:00,38.95,V-1049,94
613,2014-04-01 16:41:00,2014-04-01 16:54:00,44.61,V-1049,53
614,2014-04-01 16:43:00,2014-04-01 16:59:00,11.9,V-1049,15
615,2014-04-01 16:45:00,2014-04-01 17:29:00,26.27,V-1049,59
616,2014-04-01 16:47:00,2014-04-01 17:08:00,51.46,V-1049,63
617,2014-04-01 16:47:00,2014-04-01 17:28:00,40.23,V-1049,85
618,2014-04-01 16:47:00,2014-04-01 17:07:00,35.81,V-1049,68
619,2014-04-01 16:47:00,2014-04-01 17:15:00,53.29,V-1049,65
620,2014-04-01 16:47:00,2014-04-01 17:10:00,17.7,V-1049,91
621,2014-04-01 16:48:00,2014-04-01 17:20:00,59.84,V-1049,69
622,2014-04-01 16:49:00,2014-04-01 17:31:00,28.27,V-1049,73
623,2014-04-01 16:50:00,2014-04-01 17:22:00,19.51,V-1049,15
624,2014-04-01 16:52:00,2014-04-01 17:30:00,11.96,V-1049,15
625,2014-04-01 16:52:00,2014-04-01 17:35:00,57.43,V-1049,16
626,2014-04-01 16:54:00,2014-04-01 17:39:00,27.68,V-1049,44
627,2014-04-01 16:54:00,2014-04-01 17:10:00,9.97,V-1049,37
628,2014-04-01 16:55:00,2014-04-01 17:10:00,17.27,V-1049,44
629,2014-04-01 16:56:00,2014-04-01 17:26:00,38.61,V-1049,108
630,2014-04-01 16:56:00,2014-04-01 17:22:00,10.79,V-1049,58
631,2014-04-01 16:57:00,2014-04-01 17:13:00,61.07,V-1049,113
632,2014-04-01 16:58:00,2014-04-01 17:25:00,23.73,V-1049,51
633,2014-04-01 16:59:00,2014-04-01 17:29:00,53.16,V-1049,16
634,2014-04-01 16:59:00,2014-04-01 17:06:00,19.71,V-1049,70
635,2014-04-01 17:00:00,2014-04-01 17:39:00,42.7,V-1049,60
636,2014-04-01 17:00:00,2014-04-01 17:13:00,50.06,V-1049,45
637,2014-04-01 17:02:00,2014-04-01 17:23:00,64.78,V-1049,50
638,2014-04-01 17:02:00,2014-04-01 17:13:00,13.46,V-1049,1
639,2014-04-01 17:02:00,2014-04-01 17:31:00,24.8,V-1049,1
640,2014-04-01 17:03:00,2014-04-01 17:12:00,61.14,V-1049,9
641,2014-04-01 17:04:00,2014-04-01 17:32:00,40.38,V-1049,115
642,2014-04-01 17:04:00,2014-04-01 17:34:00,57.82,V-1049,112
643,2014-04-01 17:04:00,2014-04-01 17:36:00,31.74,V-1049,44
644,2014-04-01 17:04:00,2014-04-01 17:23:00,40.32,V-1049,19
645,2014-04-01 17:06:00,2014-04-01 17:34:00,42.7,V-1049,117
646,2014-04-01 17:07:00,2014-04-01 17:28:00,49.62,V-1049,65
647,2014-04-01 17:07:00,2014-04-01 17:23:00,39.03,V-1049,10
648,2014-04-01 17:07:00,2014-04-01 17:34:00,50.14,V-1049,7
649,2014-04-01 17:08:00,2014-04-01 17:39:00,28.94,V-1049,67
650,2014-04-01 17:08:00,2014-04-01 17:18:00,26.01,V-1049,14
651,2014-04-01 17:08:00,2014-04-01 17:37:00,16.05,V-1049,114
652,2014-04-01 17:09:00,2014-04-01 17:24:00,32.08,V-1049,8
653,2014-04-01 17:09:00,2014-04-01 17:43:00,44.47,V-1049,36
654,2014-04-01 17:10:00,2014-04-01 17:49:00,53.04,V-1049,43
655,2014-04-01 17:10:00,2014-04-01 17:16:00,25.94,V-1049,63
656,2014-04-01 17:11:00,2014-04-01 17:39:00,24.62,V-1049,94
657,2014-04-01 17:12:00,2014-04-01 17:20:00,33.07,V-1049,49
658,2014-04-01 17:12:00,2014-04-01 17:39:00,34.2,V-1049,88
659,2014-04-01 17:13:00,2014-04-01 17:29:00,45.69,V-1049,14
660,2014-04-01 17:14:00,2014-04-01 17:54:00,62.6,V-1049,101
661,2014-04-01 17:15:00,2014-04-01 17:58:00,8.9,V-1049,37
662,2014-04-01 17:16:00,2014-04-01 17:42:00,29.77,V-1049,115
663,2014-04-01 17:16:00,2014-04-01 17:36:00,41.12,V-1049,69
664,2014-04-01 17:17:00,2014-04-01 17:31:00,31.83,V-1049,108
665,2014-04-01 17:17:00,2014-04-01 17:39:00,58.33,V-1049,50
666,2014-04-01 17:18:00,2014-04-01 17:25:00,42.68,V-1049,89
667,2014-04-01 17:19:00,2014-04-01 17:44:00,46.52,V-1049,25
668,2014-04-01 17:19:00,2014-04-01 17:37:00,44.91,V-1049,7
669,2014-04-01 17:19:00,2014-04-01 17:59:00,38.21,V-1049,17
670,2014-04-01 17:19:00,2014-04-01 17:37:00,26.06,V-1049,93
671,2014-04-01 17:19:00,2014-04-01 17:43:00,39.02,V-1049,13
672,2014-04-01 17:20:00,2014-04-01 17:51:00,20.21,V-1049,18
673,2014-04-01 17:21:00,2014-04-01 17:39:00,48.44,V-1049,31
674,2014-04-01 17:21:00,2014-04-01 17:45:00,59.3,V-1049,82
675,2014-04-01 17:22:00,2014-04-01 17:39:00,62.83,V-1049,51
676,2014-04-01 17:25:00,2014-04-01 17:34:00,10.75,V-1049,28
677,2014-04-01 17:25:00,2014-04-01 17:32:00,62.11,V-1049,117
678,2014-04-01 17:26:00,2014-04-01 17:50:00,8.52,V-1049,99
679,2014-04-01 17:27:00,2014-04-01 17:36:00,29.77,V-1049,96
680,2014-04-01 17:27:00,2014-04-01 18:03:00,46.94,V-1049,101
681,2014-04-01 17:31:00,2014-04-01 17:59:00,19.99,V-1049,6
682,2014-04-01 17:32:00,2014-04-01 18:08:00,31.97,V-1049,44
683,2014-04-01 17:32:00,2014-04-01 17:59:00,21.41,V-1049,103
684,2014-04-01 17:32:00,2014-04-01 17:42:00,59.78,V-1049,9
685,2014-04-01 17:33:00,2014-04-01 17:40:00,10.04,V-1049,76
686,2014-04-01 17:34:00,2014-04-01 18:12:00,9.32,V-1049,30
687,2014-04-01 17:35:00,2014-04-01 17:57:00,48.56,V-1049,104
688,2014-04-01 17:36:00,2014-04-01 18:00:00,22.32,V-1049,63
689,2014-04-01 17:37:00,2014-04-01 17:58:00,44.05,V-1049,74
690,2014-04-01 17:39:00,2014-04-01 17:49:00,42.84,V-1049,85
691,2014-04-01 17:40:00,2014-04-01 17:45:00,21.12,V-1049,44
692,2014-04-01 17:41:00,2014-04-01 17:56:00,28.07,V-1049,27
693,2014-04-01 17:41:00,2014-04-01 18:25:00,28.11,V-1049,27
694,2014-04-01 17:42:00,2014-04-01 18:16:00,44.44,V-1049,28
695,2014-04-01 17:42:00,2014-04-01 18:17:00,60.6,V-1049,24
696,2014-04-01 17:45:00,2014-04-01 18:27:00,61.06,V-1049,72
697,2014-04-01 17:46:00,2014-04-01 18:12:00,9.98,V-1049,11
698,2014-04-01 17:46:00,2014-04-01 17:55:00,38.89,V-1049,16
699,2014-04-01 17:46:00,2014-04-01 18:09:00,32.9,V-1049,34
700,2014-04-01 17:46:00,2014-04-01 18:25:00,10.41,V-1049,86
701,2014-04-01 17:48:00,2014-04-01 18:13:00,32.11,V-1049,41
702,2014-04-01 17:48:00,2014-04-01 18:15:00,22.78,V-1049,74
703,2014-04-01 17:50:00,2014-04-01 17:56:00,40.3,V-1049,82
704,2014-04-01 17:50:00,2014-04-01 18:09:00,51.09,V-1049,77
705,2014-04-01 17:50:00,2014-04-01 18:32:00,59.65,V-1049,98
706,2014-04-01 17:52:00,2014-04-01 18:35:00,13.77,V-1049,81
707,2014-04-01 17:52:00,2014-04-01 18:21:00,52.69,V-1049,49
708,2014-04-01 17:52:00,2014-04-01 18:19:00,27.69,V-1049,97
709,2014-04-01 17:53:00,2014-04-01 18:15:00,14.61,V-1049,46
710,2014-04-01 17:54:00,2014-04-01 18:29:00,8.9,V-1049,107
711,2014-04-01 17:54:00,2014-04-01 18:21:00,20.15,V-1049,1
712,2014-04-01 17:54:00,2014-04-01 18:02:00,26.25,V-1049,104
713,2014-04-01 17:56:00,2014-04-01 18:27:00,21.38,V-1049,14
714,2014-04-01 17:58:00,2014-04-01 18:28:00,45.41,V-1049,63
715,2014-04-01 17:58:00,2014-04-01 18:21:00,38.34,V-1049,21
